,published_at,channel,title,duration,caption,licensed_content,projection,trend_time_hours,weekday,hours_until_trend,likes_growth,likes_growth/hour,first_rank,best_rank,views_growth,views_growth/hour,views_cleaned,likes_cleaned,dislikes_cleaned,comments_cleaned,category_name,duration_category,day_of_week
469,2021-04-18 17:02:12+00:00,Comments To Crafting,Beating Minecraft but I'm an Iron Golem,1168,False,True,rectangular,17.666944444444443,0,16.064444444444444,3307.0,187.1857360733322,10,10,226442,12817.27016870804,641194,11626.0,627.0,1260.0,Gaming,15-20 min,Sunday
470,2021-04-18 00:15:37+00:00,Lockstin & Gnoggin,MEGA Pokémon Battle Royale Explained! | @TerminalMontage X Gnoggin,1239,False,True,rectangular,28.933888888888887,0,35.240833333333335,8336.0,288.1050671070064,11,11,206180,7125.900040321807,790284,51073.0,532.0,3323.0,Gaming,20-25 min,Sunday
473,2021-04-18 17:30:15+00:00,MythrodakTV,Escaping The Dream SMP's Most Inescapable Prison (pandora's vault),788,False,True,rectangular,24.850277777777777,0,22.080555555555556,5937.0,238.9108102972245,15,15,128428,5168.071003006897,402971,26081.0,305.0,3875.0,Gaming,10-15 min,Sunday
480,2021-04-18 11:01:02+00:00,Funtime Robbie,Friday Night Funkin but instead of Sky and Ruv there's a Different Mod every turn,140,False,True,rectangular,9.516666666666667,0,28.5675,897.0,94.25569176882661,23,23,56486,5935.481611208405,670477,14392.0,418.0,465.0,Gaming,0-5 min,Sunday
482,2021-04-18 16:02:05+00:00,UnspeakableGaming,"MYSTERY PLAYER Uses 100,000 TNT To DESTROY Our TOWN!",794,False,True,rectangular,9.133333333333333,0,23.55,1637.0,179.23357664233578,25,25,73201,8014.708029197081,389226,13930.0,396.0,3571.0,Gaming,10-15 min,Sunday
484,2021-04-17 17:28:16+00:00,Dom,Jumping 6323 Blocks to Break a Minecraft Record,663,False,True,rectangular,24.850277777777777,0,46.11361111111111,15981.0,643.0914029577134,27,25,615005,24748.415510669456,1213709,36873.0,1058.0,1714.0,Gaming,10-15 min,Saturday
497,2021-04-17 11:00:01+00:00,spectator,my house will destroy your braincells,58,False,True,rectangular,6.316666666666666,0,52.58444444444444,2444.0,386.9129287598945,41,41,84714,13411.187335092349,1964797,55115.0,1101.0,9341.0,Gaming,0-5 min,Saturday
501,2021-04-16 18:45:34+00:00,Not GeorgeNotFound,"Minecraft, But Dream Hunts Me Down...",1187,False,True,rectangular,1.2166666666666666,0,68.82527777777777,732.0,601.6438356164384,47,47,9774,8033.424657534248,1207941,97029.0,721.0,4514.0,Gaming,15-20 min,Friday
504,2021-04-18 23:00:05+00:00,xNestorio,"Minecraft, But If You Think Any Item, You Get It...",1094,False,True,rectangular,23.616944444444446,0,17.816388888888888,41950.0,1776.2670399077874,3,3,1083746,45888.49343103468,2223058,114442.0,3569.0,7131.0,Gaming,15-20 min,Sunday
513,2021-04-19 15:00:14+00:00,Apex Legends,Apex Legends | Stories from the Outlands – “Northstar”,498,True,False,rectangular,21.8,0,8.313888888888888,56453.0,2589.587155963303,2,2,2219202,101798.25688073394,3911667,221776.0,2418.0,23535.0,Gaming,5-10 min,Monday
519,2021-04-19 10:45:03+00:00,Tugaz,Improbable Outset but everytime it's Tricky turn a Different Skin Mod is used,110,False,True,rectangular,17.116944444444446,0,12.566944444444445,6663.0,389.26340046412747,20,14,640068,37393.82353418477,1510867,25933.0,726.0,1202.0,Gaming,0-5 min,Monday
520,2021-04-18 20:33:42+00:00,Welyn,The BETRAYAL that COST THEM EVERYTHING - Sea of Thieves,1464,False,True,rectangular,17.11722222222222,0,26.75611111111111,3525.0,205.93294602577004,23,22,105090,6139.430722793808,552807,33523.0,273.0,1691.0,Gaming,20-25 min,Sunday
524,2021-04-19 12:00:16+00:00,spectator,tiny ender world minecraft,71,False,True,rectangular,15.700277777777778,1,12.73,8574.0,546.1049875267599,23,17,567968,36175.66568178199,1621618,39142.0,780.0,2326.0,Gaming,0-5 min,Monday
533,2021-04-19 19:47:45+00:00,TommyOutit,I met George in real life...,388,False,True,rectangular,13.1,1,20.655277777777776,49416.0,3772.2137404580153,3,3,757719,57841.14503816794,3390240,459951.0,1582.0,17353.0,Gaming,5-10 min,Monday
534,2021-04-19 19:30:47+00:00,TommyInnit,I met KSI in real life...,1083,False,True,rectangular,8.416666666666666,1,20.938055555555554,70746.0,8405.465346534655,4,4,1267448,150587.88118811883,6884234,774308.0,4030.0,82786.0,Gaming,15-20 min,Monday
535,2021-04-20 02:13:06+00:00,TapL,"Minecraft, But Enchants Are OP...",1645,False,True,rectangular,1.8666666666666667,1,14.232777777777779,8862.0,4747.5,6,6,228696,122515.71428571429,1708039,89454.0,1373.0,6988.0,Gaming,25-30 min,Tuesday
541,2021-04-21 04:17:43+00:00,Birdo,Grapple Bow Fortnite Mythbusters (New Bow),34,False,True,rectangular,11.68361111111111,3,21.989166666666666,4203.0,359.73467107296545,6,6,130484,11168.122488766316,600106,38307.0,552.0,390.0,Gaming,0-5 min,Wednesday
542,2021-04-21 11:00:31+00:00,SSundee,VENT MONSTER Mod in Among Us,890,False,True,rectangular,5.416388888888889,3,15.276111111111112,11731.0,2165.8341453407866,9,9,484168,89389.44561259552,2481245,147759.0,1965.0,6913.0,Gaming,10-15 min,Wednesday
547,2021-04-21 14:00:30+00:00,spectator,circle nether portal,51,False,True,rectangular,7.25,3,13.259444444444444,4215.0,581.3793103448276,14,10,373571,51527.03448275862,1531036,32007.0,1160.0,3264.0,Gaming,0-5 min,Wednesday
551,2021-04-21 19:46:01+00:00,NICKMERCS,Warzone was DESTROYED! *INSANE NUKE LIVE EVENT!*,690,False,True,rectangular,3.100277777777778,3,20.767222222222223,1357.0,437.7027148105008,2,2,58392,18834.44135830123,1036300,36974.0,800.0,2308.0,Gaming,10-15 min,Wednesday
552,2021-04-21 21:14:09+00:00,Inkslasher,Call of Duty Warzone: The Destruction of Verdansk… (Nuke Event),514,False,True,rectangular,2.0330555555555554,3,19.982222222222223,402.0,197.7319305916109,3,3,15495,7621.532996310972,271139,10035.0,203.0,1071.0,Gaming,5-10 min,Wednesday
553,2021-04-21 18:14:13+00:00,FaZe Clan,Luxury Underground Doomsday Mansion - FaZe House Hunt,879,False,True,rectangular,0.5497222222222222,3,22.98111111111111,245.0,445.67963617988886,7,7,4436,8069.5300656897425,490917,25524.0,310.0,1554.0,Gaming,10-15 min,Wednesday
555,2021-04-22 15:00:14+00:00,Apex Legends,Apex Legends – Legacy Launch Trailer,186,True,False,rectangular,72.88388888888889,3,7.530555555555556,97955.0,1343.987011304129,1,1,3790548,52008.03713669383,6084338,323875.0,2649.0,23657.0,Gaming,0-5 min,Thursday
556,2021-04-22 15:00:17+00:00,Call of Duty,Squad up the World | Season 3 Trailer | Call of Duty® Warzone™,135,True,True,rectangular,65.08416666666666,3,7.813055555555556,20492.0,314.85384310060056,4,3,1408776,21645.44884188423,2333198,50838.0,3188.0,4197.0,Gaming,0-5 min,Thursday
557,2021-04-22 18:00:13+00:00,MrBeast Gaming,"$10,000 For Every Diamond!",605,False,True,rectangular,21.366666666666667,4,7.2975,217558.0,10182.121684867394,2,2,5312586,248638.97035881435,8711913,513093.0,4185.0,21930.0,Gaming,10-15 min,Thursday
563,2021-04-22 21:45:45+00:00,JackManifoldTV,Never take Tommy to a Lake...,724,False,True,rectangular,54.65083333333333,4,19.005277777777778,92642.0,1695.1617084216466,7,7,1299134,23771.5313886644,2588141,304016.0,1545.0,14306.0,Gaming,10-15 min,Thursday
564,2021-04-22 19:59:15+00:00,Slmccl,I Went SUBATOMIC in Minecraft.,909,False,True,rectangular,47.134166666666665,4,20.780277777777776,23926.0,507.61478757447713,12,12,338736,7186.6338996835275,831751,87984.0,334.0,2244.0,Gaming,15-20 min,Thursday
571,2021-04-23 14:42:32+00:00,Trimix,I Trolled my Entire Fortnite livestream,483,False,True,rectangular,65.66722222222222,4,8.692222222222222,26428.0,402.45344794037277,9,4,1171062,17833.280598302892,1565550,52530.0,2203.0,8541.0,Gaming,5-10 min,Friday
575,2021-04-22 17:36:47+00:00,Fera Animations,Friday Night Funkin But Boyfriend Vs Haunted House,481,False,True,rectangular,46.81722222222222,5,30.988333333333333,39295.0,839.3278826642618,15,15,2874447,61397.213750875155,4874094,84143.0,4100.0,3160.0,Gaming,5-10 min,Thursday
584,2021-04-23 19:00:12+00:00,Dream,Minecraft Speedrunner VS 5 Hunters,2190,False,True,rectangular,108.3675,5,9.447777777777778,1313797.0,12123.53334717512,1,1,19008305,175405.95658292383,25002052,2382071.0,36021.0,267937.0,Gaming,35-40 min,Friday
589,2021-04-24 04:01:44+00:00,LazarBeam,I Became The #1 ROBLOX Player,623,False,True,rectangular,75.81694444444445,5,14.305833333333334,117155.0,1545.2350507985243,3,2,3210728,42348.42255285941,4723105,257832.0,3455.0,17016.0,Gaming,10-15 min,Saturday
596,2021-04-23 23:00:02+00:00,xNestorio,"Minecraft, But Crafting Is Reversed...",1087,False,True,rectangular,43.35055555555556,5,19.33416666666667,22047.0,508.57479719598615,26,10,804055,18547.743845394776,1594455,66659.0,1897.0,4399.0,Gaming,15-20 min,Friday
601,2021-04-24 13:15:01+00:00,FundyLIVE,The most EVIL Prank on the Dream SMP...,486,False,True,rectangular,42.300555555555555,5,9.051111111111112,15013.0,354.912596367266,20,15,143815,3399.8371442455446,325348,38985.0,222.0,1659.0,Gaming,5-10 min,Saturday
603,2021-04-24 15:00:23+00:00,Forge Labs,Whoever Can Survive The Most Days On Their Deserted Island in Hardcore Minecraft Wins,1473,False,True,rectangular,68.55055555555556,6,11.744722222222222,77876.0,1136.0374743700918,4,2,2044028,29817.818155294954,3167692,166176.0,1750.0,12286.0,Gaming,20-25 min,Saturday
610,2021-04-24 20:00:08+00:00,Wilbur Soot,Building with the Dream SMP is a NIGHTMARE,2113,False,True,rectangular,57.63388888888889,6,19.915555555555557,58939.0,1022.6448559393103,3,3,914838,15873.265150711868,1798152,164847.0,767.0,6212.0,Gaming,35-40 min,Saturday
612,2021-04-24 19:00:05+00:00,Checkpoint,Jumping GODZILLA CARS Across GTA 5! (Impossible),576,False,True,rectangular,33.36694444444444,6,20.91638888888889,7630.0,228.6694249964619,7,7,567590,17010.547697738115,1514308,27258.0,2162.0,681.0,Gaming,5-10 min,Saturday
613,2021-04-24 22:01:21+00:00,Skeppy,Overworld Vs Nether ESCAPE ROOM Build Battle - Minecraft,966,False,True,rectangular,32.11694444444444,6,17.89527777777778,17302.0,538.7187448646872,12,12,312266,9722.780463756584,689245,53324.0,497.0,4006.0,Gaming,15-20 min,Saturday
618,2021-04-25 16:00:13+00:00,Fortnite,The Fortnite Neymar Jr Outfit Cinematic Reveal Trailer,48,False,True,rectangular,46.716944444444444,6,7.430833333333333,17283.0,369.95142138529326,2,2,996055,21321.064805180133,2354243,132999.0,3083.0,17885.0,Gaming,0-5 min,Sunday
622,2021-04-25 15:00:05+00:00,Not PaulGG,I Survived 100 Days Of Minecraft In Creative Mode And Here's What Happened...,1167,False,True,rectangular,65.75027777777778,6,8.433333333333334,29453.0,447.95248013316376,13,6,716281,10893.96158022146,1025524,60230.0,1680.0,4599.0,Gaming,15-20 min,Sunday
623,2021-04-25 11:00:02+00:00,SSundee,SPONGEBOB CREWMATE Role in Among Us,917,False,True,rectangular,24.600277777777777,6,12.434166666666666,61130.0,2484.9312902970837,15,15,1151651,46814.55268120279,2908772,256820.0,2323.0,7907.0,Gaming,15-20 min,Sunday
628,2021-04-24 14:00:17+00:00,rekrap2,I Learned to do Dream's Insane Boat MLG,353,False,True,rectangular,24.600277777777777,6,33.43,30047.0,1221.4089723467441,26,26,512178,20820.008807488626,1091330,63318.0,760.0,4026.0,Gaming,5-10 min,Saturday
632,2021-04-25 18:12:26+00:00,Tiko,I ESCAPED PRISON!,481,False,True,rectangular,19.350555555555555,0,10.477222222222222,6296.0,325.3653354770176,14,8,231284,11952.318337113491,640462,24064.0,630.0,2259.0,Gaming,5-10 min,Sunday
645,2021-04-25 20:15:01+00:00,Wisp,"Minecraft, But There Are Custom Totems...",1140,False,True,rectangular,48.10055555555556,0,20.83416666666667,64618.0,1343.394047192802,11,4,2674517,55602.621822339774,4906206,168675.0,3221.0,8817.0,Gaming,15-20 min,Sunday
649,2021-04-26 15:00:16+00:00,Apex Legends,Apex Legends – Legacy Gameplay Trailer,367,True,False,rectangular,65.23388888888888,1,9.046666666666667,65576.0,1005.2443770705411,1,1,2935767,45003.70972824282,5953873,322467.0,2823.0,21536.0,Gaming,5-10 min,Monday
654,2021-04-26 13:00:07+00:00,PlayStation,Ratchet & Clank: Rift Apart – Gameplay Trailer I PS5,102,False,True,rectangular,47.300555555555555,1,11.049166666666666,21759.0,460.01573859832513,8,7,743434,15717.236114210546,1516360,76891.0,1105.0,8564.0,Gaming,0-5 min,Monday
660,2021-04-26 14:19:07+00:00,Home Of Games,NEYMAR JR is Now Available!,562,False,True,rectangular,22.516944444444444,1,9.732777777777779,4091.0,181.68539741676022,25,19,177075,7864.077669902913,386402,18559.0,457.0,1657.0,Gaming,5-10 min,Monday
673,2021-04-26 18:08:34+00:00,MrBeast Gaming,If You Build A Lamborghini I'll Pay For It!,624,False,True,rectangular,68.81722222222223,1,7.591666666666667,461860.0,6711.4013772392245,3,1,11548203,167809.78114328615,15579452,894998.0,8838.0,59637.0,Gaming,10-15 min,Monday
678,2021-04-27 00:05:17+00:00,Pluto V2,RARE HARD CHARGER SKIN IS BACK IN FORTNITE...,81,False,True,rectangular,37.61694444444444,1,16.73,543.0,14.434984234350656,6,6,106001,2817.9056424040587,416198,10355.0,1033.0,582.0,Gaming,0-5 min,Tuesday
679,2021-04-26 19:15:00+00:00,Gloom,Noob vs MAX LEVEL in Hair Challenge,605,False,True,rectangular,40.76694444444445,1,21.568055555555556,10907.0,267.5451925238994,7,7,620676,15224.98211377682,1418545,45090.0,994.0,2715.0,Gaming,10-15 min,Monday
682,2021-04-26 20:00:00+00:00,zanny,I started playing Destiny 2 so you won't have to,1161,False,True,rectangular,35.11694444444444,1,20.818055555555556,10390.0,295.8685661401191,13,13,200987,5723.362416054295,529041,44953.0,408.0,4228.0,Gaming,15-20 min,Monday
683,2021-04-27 10:01:04+00:00,Comrad3s,How to Unlock Neymar Jr Skin in Fortnite - Complete Quests from Soccer Characters - Neymar Jr Quests,490,False,True,rectangular,30.817222222222224,1,7.966666666666667,1728.0,56.07254240954733,15,8,217072,7043.853545095635,366202,6218.0,333.0,350.0,Gaming,5-10 min,Tuesday
688,2021-04-27 12:00:33+00:00,Nintendo,Super Mario Party - Online Play Update - Nintendo Switch,36,False,True,rectangular,25.183611111111112,1,10.158611111111112,3863.0,153.39341061757537,8,8,195481,7762.230727655772,626032,31741.0,1068.0,7344.0,Gaming,0-5 min,Tuesday
691,2021-04-27 14:17:17+00:00,Monster Hunter,Monster Hunter Rise - Update Ver. 2.0: Elder Dragons & Apex Monsters,126,False,True,rectangular,27.05027777777778,1,7.879722222222222,1925.0,71.16377938201497,12,8,109818,4059.7734671034386,244114,10552.0,102.0,2027.0,Gaming,0-5 min,Tuesday
698,2021-04-27 15:00:01+00:00,VALORANT,Episode 2 Act III Gameplay Trailer - VALORANT,91,False,True,rectangular,1.45,1,8.317777777777778,1591.0,1097.2413793103449,35,35,42711,29455.862068965518,558364,52654.0,340.0,2721.0,Gaming,0-5 min,Tuesday
701,2021-04-27 16:24:29+00:00,SmallAnt,Can you beat Pokemon without DEALING Damage?,890,False,True,rectangular,39.80083333333334,2,8.759722222222223,35477.0,891.3632461631875,7,2,474764,11928.49395950671,882681,81734.0,542.0,4513.0,Gaming,10-15 min,Tuesday
711,2021-04-27 20:40:03+00:00,Trimix,I joined a Fashion Show as SPONGEBOB & PATRICK!,605,False,True,rectangular,42.45055555555555,2,20.166944444444443,11433.0,269.32509717187315,5,3,498648,11746.560050254546,1015911,40888.0,1213.0,8351.0,Gaming,10-15 min,Tuesday
714,2021-04-27 21:00:16+00:00,MythrodakTV,Escaping Minecraft's Tallest Prison (titan's vault V2) ft. MiningBlob,902,False,True,rectangular,48.050555555555555,2,20.546666666666667,14317.0,297.95701286839096,6,6,427301,8892.737972737048,940652,46910.0,614.0,5686.0,Gaming,15-20 min,Tuesday
725,2021-04-28 01:00:08+00:00,Bionic,"Minecraft, But The Ores Are Structures...",923,False,True,rectangular,41.8175,2,22.365555555555556,16051.0,383.8345190410713,15,13,790369,18900.43642015902,2034457,71484.0,2384.0,7964.0,Gaming,15-20 min,Wednesday
726,2021-04-28 00:36:06+00:00,TG Plays,New *NEYMAR JR* UPDATE in Fortnite! (Secret Skin),659,False,True,rectangular,25.517222222222223,2,22.766111111111112,6851.0,268.4853367007032,21,17,342522,13423.169536914067,1443649,59379.0,728.0,3074.0,Gaming,10-15 min,Wednesday
737,2021-04-27 20:06:09+00:00,PapaFearGaming VR,Sarvente & Ruv V.S Boyfriend in Friday Night Funkin' VR Part.1 - (VRChat: Mid-Fight Masses Mod),649,False,True,rectangular,16.05027777777778,3,29.13222222222222,2160.0,134.57711012270468,25,25,100412,6256.091102611585,642426,27417.0,545.0,4526.0,Gaming,10-15 min,Tuesday
738,2021-04-28 17:08:29+00:00,amustycow,"7 Sidemen vs 1 Supersonic Legend ($10,000 Rocket League Challenge)",1302,False,True,rectangular,43.55083333333334,3,10.809722222222222,32556.0,747.540230764815,7,5,686421,15761.374638832014,1185029,80247.0,622.0,4690.0,Gaming,20-25 min,Wednesday
746,2021-04-28 19:15:00+00:00,Wisp,"Minecraft, But Smelting Multiplies Items...",981,False,True,rectangular,24.950277777777778,3,21.40138888888889,50705.0,2032.2419033410895,9,9,1199327,48068.68327005934,3767057,246445.0,3393.0,19610.0,Gaming,15-20 min,Wednesday
760,2021-04-29 15:00:08+00:00,Apex Legends,Meet Valkyrie – Apex Legends Character Trailer,96,True,False,rectangular,3.1333333333333333,3,7.565555555555555,15826.0,5050.851063829788,2,2,394105,125778.1914893617,2005431,148736.0,1179.0,10931.0,Gaming,0-5 min,Thursday
764,2021-04-29 12:50:17+00:00,JoCat,A Crap Guide to Final Fantasy XIV - Tanks,227,False,True,rectangular,52.50055555555556,3,9.73,19499.0,371.4055935916022,24,17,206375,3930.910784012867,388463,48489.0,212.0,3368.0,Gaming,0-5 min,Thursday
765,2021-04-29 00:20:01+00:00,IssaKuh,If Dream Didn't Boat Clutch,11,False,True,rectangular,18.616944444444446,3,22.234444444444446,5613.0,301.49952999806027,29,29,318697,17118.65236269229,2238492,53066.0,1106.0,1580.0,Gaming,0-5 min,Thursday
770,2021-04-29 00:01:24+00:00,Fortnite,Justin Jefferson Dances Into the Fortnite Icon Series With The Get Griddy Emote,56,False,True,rectangular,0.75,3,23.261388888888888,164.0,218.66666666666666,37,37,5342,7122.666666666667,601790,33400.0,731.0,1761.0,Gaming,0-5 min,Thursday
777,2021-04-29 17:00:22+00:00,Macro,ARENAS ... For Noobs,526,False,True,rectangular,49.35055555555556,4,8.711666666666666,12632.0,255.96469700892703,7,5,361884,7332.926568427688,561386,33097.0,327.0,3343.0,Gaming,5-10 min,Thursday
780,2021-04-29 12:00:13+00:00,ACG,"Returnal Review ""Buy, Wait for Sale, Never Touch?""",1073,False,True,rectangular,15.883611111111112,4,13.714444444444444,3718.0,234.07775309980588,42,34,73469,4625.4595057798915,168054,13185.0,198.0,1213.0,Gaming,15-20 min,Thursday
781,2021-04-29 13:10:01+00:00,Dani2,I'm in My Hero Academia,484,False,True,rectangular,21.78388888888889,4,12.551111111111112,6730.0,308.9439187982964,43,39,86761,3982.8058452985133,303428,38779.0,263.0,4674.0,Gaming,5-10 min,Thursday
787,2021-04-29 21:32:37+00:00,PlayStation,"State of Play | April 29, 2021",1348,False,False,rectangular,15.866666666666667,4,19.657777777777778,1783.0,112.37394957983193,9,9,165719,10444.474789915967,1546896,57139.0,3766.0,3195.0,Gaming,20-25 min,Thursday
792,2021-04-29 18:11:34+00:00,UnspeakablePlays,Testing Illegal Minecraft Tricks That 100% WORK!,804,False,True,rectangular,46.966944444444444,4,23.42527777777778,14758.0,314.2209946711931,15,15,497687,10596.537754094192,1111865,47787.0,1015.0,1925.0,Gaming,10-15 min,Thursday
798,2021-04-29 22:55:23+00:00,By Post,What Happens if Boss Raz Meets ALL Bosses in Fortnite!,495,False,True,rectangular,21.85,4,21.245,4310.0,197.254004576659,21,19,268503,12288.466819221967,540758,16357.0,293.0,524.0,Gaming,5-10 min,Thursday
807,2021-04-29 23:00:07+00:00,xNestorio,"Minecraft, But I Can Craft Any Item...",1159,False,True,rectangular,27.550555555555555,4,24.515833333333333,15023.0,545.2884595995241,24,21,647856,23515.17009134722,1878773,66811.0,1517.0,4238.0,Gaming,15-20 min,Thursday
811,2021-04-30 10:27:16+00:00,chess24,Magnus Carlsen's Mind-Blowing Memory! World Chess Champion tested,228,False,True,rectangular,52.98388888888889,4,13.063611111111111,7562.0,142.7226305690409,38,20,344724,6506.204192049994,462466,13655.0,141.0,1031.0,Gaming,0-5 min,Friday
833,2021-05-01 15:20:15+00:00,Tubbo,I Took Tommy Shopping...,445,False,True,rectangular,67.36694444444444,6,11.747222222222222,218929.0,3249.798574144095,3,2,2765558,41052.15136008841,3743425,446312.0,2735.0,15722.0,Gaming,5-10 min,Saturday
835,2021-05-01 18:05:13+00:00,The Game Theorists,Game Theory: Minecraft and The Power of The Dead,790,False,True,rectangular,45.03388888888889,6,8.997777777777777,60616.0,1346.00856145372,8,8,1296446,28788.23108523211,2149823,136779.0,1679.0,11464.0,Gaming,10-15 min,Saturday
840,2021-05-01 14:00:44+00:00,Level UP,Level UP: Mario vs the Giant Goomba Maze,307,False,True,rectangular,45.033611111111114,6,13.0725,7820.0,173.64807767038198,24,20,823102,18277.50383972465,1229755,18235.0,1185.0,1649.0,Gaming,5-10 min,Saturday
842,2021-05-01 12:30:08+00:00,Crainer,ALL MY MINECRAFT PETS DIED! (Bee Town),571,False,True,rectangular,37.38361111111111,6,14.582777777777778,24259.0,648.9207243221555,33,28,437197,11694.884121829977,1125766,99373.0,1989.0,6431.0,Gaming,5-10 min,Saturday
845,2021-04-30 22:00:13+00:00,Silver,"Minecraft, But You Can Order Any Item...",1086,False,True,rectangular,12.400277777777777,6,29.08138888888889,5818.0,469.1830380143814,40,39,135997,10967.25431777962,1570154,84024.0,1777.0,3958.0,Gaming,15-20 min,Friday
846,2021-05-01 16:00:40+00:00,UnspeakablePlays,"SHREDDING $1,000,000 CARS GIANT CRUSHING MACHINE!",791,False,True,rectangular,5.95,6,11.073888888888888,3511.0,590.0840336134454,47,47,104799,17613.277310924368,359145,18514.0,268.0,763.0,Gaming,10-15 min,Saturday
851,2021-05-01 21:30:00+00:00,Corinthius,I Survived 100 Days as a PIGLIN in Hardcore Minecraft... Minecraft Hardcore 100 Days,1420,False,True,rectangular,53.500277777777775,6,19.101111111111113,21178.0,395.8484120020145,9,6,1010164,18881.472058815896,1758748,45568.0,1239.0,4066.0,Gaming,20-25 min,Saturday
859,2021-05-01 21:00:13+00:00,McBirken,"Minecraft, But Hacks Are Enchantments",1517,False,True,rectangular,41.30027777777778,0,31.514444444444443,14301.0,346.26885748683424,12,12,774380,18749.994955643288,1587968,35232.0,1417.0,2723.0,Gaming,25-30 min,Saturday
